rss,vms,shared,text,lib,data,dirty,uss,pss,swap,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
987136,2756608,892928,40960,0,233472,0,151552,181248,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,181248,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,183296,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,183296,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,183296,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,181248,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,184320,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,184320,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,184320,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,184320,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,184320,0,11,0,0,0,4208,0
987136,2756608,892928,40960,0,233472,0,151552,184320,0,11,0,0,0,4208,0
